,caption,add_tail,repeat_event,repeat_word,delete_word,error
17653,water water splashing follow by a woman and child speak,0,0,1,0,1
17654,a and crinkle noise,0,0,0,1,1
17655,as small click tick in the background a man talk and laugh then a man,0,0,0,1,1
17656,"an an object fall on the floor , follow by a person burp several time nearby",0,0,1,0,1
17657,a clock work and do ticktock ticktock and,1,0,1,0,1
17658,an animal groan then a child speak as,1,0,0,0,1
17659,"machine beep and operate , then a woman speak in the",1,0,0,0,1
17660,water trickle and and splash lightly,0,0,1,0,1
17661,a pop then a sizzle sizzle after a pop then a sizzle,0,1,1,0,1
17662,"applause and cheering , then a distant voice on a microphone",0,0,0,0,0
17663,"an adult male speak , and electronic humming be present",0,0,0,0,0
17664,scraping of metal on,0,0,0,1,1
17665,a person hum a tune then a man follow by water splash,0,0,0,1,1
17666,the steady fast rain come down before a faint sound of thunder thunder begin in the,1,0,1,0,1
17667,a train run on railroad track as a train horn blow alongside alongside a railroad crossing signal ding several time before fade as a train run on railroad track,0,1,1,0,1
17668,an engine idle and make a loud ringing with,1,0,0,0,1
17669,a small goat bleating repetitively with some light rustle and a,1,0,0,0,1
17670,several cat meow meow,0,0,1,0,1
17671,male speak in foreign language,0,0,0,0,0
17672,"adult male speak , laugh and clap",0,0,0,0,0
17673,a toilet be flush,0,0,0,0,0
17674,an engine rev,0,0,0,0,0
17675,siren sound as they pass by,0,0,0,0,0
17676,a man speak while water move,0,0,0,0,0
17677,"click , thump , and banging occur , and an adult male speak on the click , thump",1,1,0,1,1
17678,a man talk and a cat meow meow,0,0,1,0,1
17679,a power drill be use then it stop,0,0,0,0,0
17680,muffle speech with clanking,0,0,0,0,0
17681,heavy wind and rustle as,1,0,0,0,1
17682,someone burps multiple time and laugh,0,0,0,0,0
17683,clock tick and chime,0,0,0,0,0
17684,mechanical rumbling and a car speed by while mechanical rumbling,0,1,0,0,1
17685,man yell as domestic animal make noise and then baby scream while domestic animal make noise,0,1,0,0,1
17686,people singing meow before people singing meow,0,1,0,0,1
17687,an engine crack and pop slow down a,1,0,0,0,1
17688,a man speak and a crowd laugh,0,0,0,1,1
17689,bird chirp and tweet before bird bird chirp,0,1,1,0,1
17690,a soft toilet flush be follow by a series of water gurgle and another more more forceful water flush as a series of water gurgle,0,1,1,0,1
17691,heavy machinery hum as a a series of pressurize air be spray a,1,0,1,0,1
17692,a water faucet be turn on and run run into a sink,0,0,1,0,1
17693,rustle and female speech with a child speak as well,0,0,0,0,0
17694,a man speak follow by a short burst of vibration and high pitch speak and,1,0,0,0,1
17695,dry constant sawing,0,0,0,0,0
17696,a car car engine start and a man speak,0,0,1,0,1
17697,a child cry and speak with wind wind blow before wind blow,0,1,1,0,1
17698,crinkle while a woman speak,0,0,0,0,0
17699,a dog bark and whimper,0,0,0,0,0
17700,speech with with a baby cry and some rustle,0,0,1,0,1
17701,vehicle move while duck quack and talk with,1,0,0,1,1
17702,a group of young people be talk and laughing and bird be chirp behind them,0,0,0,0,0
17703,a loud noise smack,0,0,0,0,0
17704,"a whistle occur , , then a crash and rustle with",1,0,1,0,1
17705,"rustle present , bird be coo , and bird wing flap",0,0,0,1,1
17706,a man be give a monologue slowly,0,0,0,0,0
17707,a loud gunshot fire off follow by a loud gunshot fire off,0,1,0,0,1
17708,bird be chirp and singe,0,0,0,0,0
17709,"bird be chirp , and a horse be trot trot and clop after bird be chirp",0,1,1,0,1
17710,something be be spray over and over consistently,0,0,0,0,0
17711,high frequency hiss and streaming sound all at once while streaming sound all at once,0,1,0,0,1
17712,whoosh follow by a whip and vibration then digital beep and repetitive chirping,0,0,0,1,1
17713,a saw noise blow sound,0,0,0,1,1
17714,engine noise with a woman,0,0,0,1,1
17715,man speak and and an engine,0,0,1,1,1
17716,a man talk follow by metal utensil clang,0,0,0,0,0
17717,a baby be try to speak while cry,0,0,0,0,0
17718,girl cry loudly after girl cry loudly,0,1,0,0,1
17719,dog barking and pant and a,1,0,0,0,1
17720,"quick vibration , a man speak , some splashing after hing",0,1,0,0,1
17721,"a group of people be speak , male and female , and a dog be bark",0,0,0,0,0
17722,woman give a speech,0,0,0,0,0
17723,a do clip - clop nearby,0,0,0,1,1
17724,a person be whistle in the,1,0,0,0,1
17725,distant metal clang ringing follow by bird chirp,0,0,0,1,1
17726,a man talk and a baby cry cry by a man talk,0,1,1,1,1
17727,someone sharpen a knife on a stone as someone sharpen a knife on a,0,1,0,1,1
17728,rain drop on a surface and thunder and thunder,0,1,0,0,1
17729,person be type quickly on a keyboard,0,0,0,1,1
17730,a man be give a speech with some joy in his voice,0,0,0,0,0
17731,"people speak , lot of background noise , and a truck engine",0,0,0,0,0
17732,a dirt bike engine be run,0,0,0,0,0
17733,a train be blow its horn follow by the train pass through like a station,0,0,0,0,0
17734,typing sound and man sniffle and talk on the,1,0,0,0,1
17735,engine sound with rattle sound mixed in,0,0,0,0,0
17736,a man speak a microphone,0,0,0,1,1
17737,a chime several time and tick,0,0,0,1,1
17738,gunshot and people speak,0,0,0,1,1
17739,a horn sound and an engine rev as an engine rev,0,1,0,0,1
17740,"animal be bleat , thumping occur , and an adult male be speak in the background",0,0,0,0,0
17741,"an adult male speak , a motor vehicle pass by , bird be chirp , and the wind be blow a",1,0,0,0,1
17742,individual be have a discussion with each other while heavy equipment be be operate as as individual be have a discussion,1,1,0,0,1
17743,be occur,0,0,0,1,1
17744,food be sizzle lightly lightly,0,0,1,0,1
17745,a handle be pull follow follow by a flush of water,0,0,1,0,1
17746,some electrical humming and click,0,0,0,0,0
17747,a long belch end with a windy chuckle in the,1,0,0,0,1
17748,a bell ring nearby,0,0,0,0,0
17749,"music play , a helicopter , pass , a man speak",0,0,0,1,1
17750,many dog bark in a high pitched way,0,0,0,0,0
17751,"a woman speak , then a few short spray",0,0,0,0,0
17752,rain be and a,1,0,0,1,1
17753,a motorboat engine be run loudly,0,0,0,0,0
17754,an aircraft engine hum,0,0,0,1,1
17755,a large dog be whimper and move frantically,0,0,0,0,0
17756,"traffic in the distance , a dog bark , a man speak follow by",1,0,0,0,1
17757,wave of moderate intensity with a motorboat move in background,0,0,0,0,0
17758,a man speak and use a power tool as,1,0,0,0,1
17759,people speak with several meow of a small cat,0,0,0,0,0
17760,loud whooshing of wind be follow by a swish,0,0,0,0,0
17761,a toilet be flush of of a,1,0,1,0,1
17762,a machine motor operate as pressurize spraying occur while a machine motor operate,0,1,0,0,1
17763,"a muffled rumble , follow a gurgle pop in the background",0,0,0,0,0
17764,motor revving and man yell follow by,1,0,0,0,1
17765,a man speak quickly and soft in a very quiet quiet environment,0,0,1,0,1
17766,someone burps burps several time follow by people laugh,0,0,1,0,1
17767,"pigeon walk and coo , and then some pigeon take off and fly",0,0,0,0,0
17768,wind blow slowly,0,0,0,0,0
17769,"a woman talk with the gentle wind in background , follow by an engine sound",0,0,0,1,1
17770,bird chirp with distant humming and vibration,0,0,0,0,0
17771,water dripping follow by silence of a a,1,0,1,0,1
17772,type on a computer keyboard a,1,0,0,0,1
17773,duck quacking and a man laugh and speak with distant traffic hum,0,0,0,0,0
17774,an emergency siren be trigger and move to get close and then further,0,0,0,0,0
17775,several baby laugh in the,1,0,0,0,1
17776,vibration and hum from a sewing machine start and stop follow by some metal bang,0,0,0,0,0
17777,low frequency of bird chirp and tweet in the background,0,0,0,0,0
17778,a baby be cry very deeply way that reverberate then calm down,0,0,0,1,1
17779,"traffic be audible , and a motor vehicle engine be run and pass by follow by",1,0,0,0,1
17780,someone rev a motorcycle continuously with,1,0,0,1,1
17781,a woman speak and a motorboat drive a after a woman speak,1,1,0,0,1
17782,male speak while oil be fry and alarm be,0,0,0,1,1
17783,a woman be give a speech confidently after a woman be give a speech confidently,0,1,0,0,1
17784,man speak in foreign language as man speak in foreign language,0,1,0,0,1
17785,"a person talk in the distance , and then pigeon fly away",0,0,0,0,0
17786,people be speak while someone type on a keyboard,0,0,0,0,0
17787,water lightly drip on a metal surface follow by water drip on a metal surface,0,1,0,1,1
17788,"a siren sound nearby , follow by silence",0,0,0,0,0
17789,"a woman speak , gasp quickly follow by a dog bark shortly follow by a woman speak and a dog bark again",0,0,0,0,0
17790,a man speak with coo pigeon,0,0,0,0,0
17791,"a large motor vehicle engine be run and accelerate several time , tire be spin , and an adult male speak and other adult male laugh",0,0,0,0,0
17792,a horn be trigger while a train move get close as a horn be trigger,0,1,0,0,1
17793,machine rattle,0,0,0,0,0
17794,a child belch and then laugh with another,0,0,0,0,0
17795,static follow by radio voice follow by more static,0,0,0,0,0
17796,a woman speak and people laugh while a woman speak,0,1,0,0,1
17797,a man talk on the radio dispatch with siren and then a sudden car crash in the as then sudden car cr,1,1,0,1,1
17798,"musical chime , croak and bird chirp and then",1,0,0,1,1
17799,an adult female sing sing and then converse with a responsive audience,0,0,1,0,1
17800,pour rain and thunderstorm follow by pour rain,0,1,0,0,1
17801,a truck be loudly drive by while and yelling be audible in the background a,1,0,0,1,1
17802,dog and people howl as while while people howl,1,1,1,0,1
17803,bird chirp in the background as a tin can shuffles on gravel gravel follow by footstep shuffle then a loud pop explosion and kid yell while a vehicle alarm beep,0,0,1,0,1
17804,"someone sniffle and cry , gasp for breath and sniffle some more",0,0,0,0,0
17805,a man talk a keyboard be type type and a mouse click,0,0,1,1,1
17806,helicopter fly over,0,0,0,0,0
17807,"people talk in the distance , and then sheep bleat nearby",0,0,0,0,0
17808,a small electric motor hum with splash of of water,0,0,1,0,1
17809,"a woman give a speech , a person cough before a woman give a speech , a person cough",0,1,0,0,1
17810,a man speak follow by by heartbeat and buzzing,0,0,1,0,1
17811,mid frequency train run on track follow by people talk,0,0,0,0,0
17812,a person snore quietly in the distance and a person snore quietly in the distance distance,0,1,1,0,1
17813,a man be speak then whistle,0,0,0,0,0
17814,a person talk and clang sound and then,1,0,0,0,1
17815,a gun be shoot several time,0,0,0,0,0
17816,something be click,0,0,0,0,0
17817,wind blow bird chirp,0,0,0,0,0
17818,"an engine run , and rev",0,0,0,0,0
17819,a door be be jiggle,0,0,0,0,0
17820,a male speak in a muffled voice over the phone and a female respond to the male,0,0,0,0,0
17821,a man speeche and horse ride with,1,0,0,0,1
17822,"a goat bleat , and people can be hear faintly",0,0,0,0,0
17823,a horse be walk along,0,0,0,0,0
17824,the frog be squeeze as another animal be hear after another animal be hear,0,1,0,0,1
17825,a family be have fun honk a vehicle horn while a family be have fun a vehicle horn,0,1,0,1,1
17826,two man speak follow by dog barking,0,0,0,0,0
17827,a machine be run while a machine be run,0,1,0,0,1
17828,two two adult male speak and a gun fire four time,0,0,1,0,1
17829,a pig snort and people speak in the background after people speak in the background,0,1,0,0,1
17830,a motorcycle idle two young man talk,0,0,0,1,1
17831,food sizzle in a pan,0,0,0,0,0
17832,bee be buzz and get nearer then squelch off,0,0,0,0,0
17833,a loud cacophony of noise include a spray and people talk then a quiet small roar,0,0,0,0,0
17834,a person whistle as another talk as another talk,0,1,0,0,1
17835,an electronic beeping,0,0,0,0,0
17836,thunderstorm sound together with rain,0,0,0,0,0
17837,a person sneeze a person sneeze,0,1,0,1,1
17838,people be talk laugh burp and then,1,0,0,1,1
17839,a man burps as another man talk and a crowd cheer,0,0,0,0,0
17840,repeatedly scrap against wood on the,1,0,0,1,1
17841,church bell ring loudly in the distance time,0,0,0,1,1
17842,a man deliver a speech,0,0,0,0,0
17843,the engine of a medium size vehicle be start,0,0,0,0,0
17844,a fire truck siren blare loudly multiple time nearby,0,0,0,0,0
17845,a woman speak,0,0,0,0,0
17846,water trickle in the background as something metal be tinker with and a short crackle,0,0,0,0,0
17847,crying and laughter,0,0,0,0,0
17848,thing click together several time and then something begin spray in the,1,0,0,0,1
17849,a woman a speech,0,0,0,1,1
17850,man man be speak with a slight echo,0,0,1,0,1
17851,male speech and door closing,0,0,0,0,0
17852,a duck duck and white noise be record a,1,0,1,1,1
17853,a gunshot pop twice,0,0,0,0,0
17854,multiple puppy be whimper and scratch a surface,0,0,0,0,0
17855,water and bird sound follow by two man speak in in a language that be not english . the voice echo a,1,0,1,0,1
17856,man speak as a large bell ring with wind blow,0,0,0,0,0
17857,dogs bark and someone hum,0,0,0,0,0
17858,"a motor motor vehicle engine be run , and a car horn toots",0,0,1,0,1
17859,white noise continue as sheep bah repeatedly,0,0,0,0,0
17860,a man speak as a truck vehicle engine run idle,0,0,0,0,0
17861,a man talk severely as a motor hum and people voice get loud and,1,0,0,0,1
17862,a man be make a speech of some sort as,1,0,0,0,1
17863,a train speed up and blow its horn as it click on the track,0,0,0,0,0
17864,click tick,0,0,0,1,1
17865,click follow follow by vibration,0,0,1,0,1
17866,a bell ring multiple time,0,0,0,0,0
17867,rapid tap with muffled speech,0,0,0,0,0
17868,a steam power sewing machine be operate,0,0,0,0,0
17869,a horse trot lightly,0,0,0,0,0
17870,a sheep baas as a sniffle,0,0,0,1,1
17871,bird chirp and flutter their wing,0,0,0,0,0
17872,a man talk while run a,1,0,0,1,1
17873,a beep go off and a man speak,0,0,0,0,0
17874,a female voice talk while rain be fall fall,0,0,1,0,1
17875,"small crack , a duck quack",0,0,0,0,0
17876,bell telephone ring on the,1,0,0,1,1
17877,a man speak follow by a dog bark follow by,1,0,0,0,1
17878,a person be snore and a person be snore,0,1,0,0,1
17879,"a railroad cross alarm clang while a train engine run slowly , rhythmic clattering be present , and a train horn blow one time",0,0,0,0,0
17880,an audience cheer follow by a man talk,0,0,0,0,0
17881,a person make a whistling and and bubble sound,0,0,1,0,1
17882,"rain fall rapidly on a surface as an engine rumble , and then rain fall softly nearby",0,0,0,0,0
17883,on rustle leave,0,0,0,1,1
17884,"car speed up , rove the engine and then",1,0,0,0,1
17885,a machine abruptly stop and child retort of a,1,0,0,1,1
17886,dog barking or whine,0,0,0,0,0
17887,farm animal make noise after farm animal make noise,0,1,0,0,1
17888,people clap and cheering a man talk,0,0,0,1,1
17889,engine be be have trouble start before engine be have trouble start,0,1,1,0,1
17890,faint clopping of a horse gallop in the,1,0,0,0,1
17891,man speak,0,0,0,1,1
17892,"oil be sizzling , he be speak in the",1,0,0,0,1
17893,a motor motor run and a vehicle,0,0,1,1,1
17894,a man speak while rain fall wind blow,0,0,0,1,1
17895,horse walk on pavement as people speak of a,1,0,0,0,1
17896,a vehicle vehicle accelerate and shift gear,0,0,1,0,1
17897,"underwater gurgling follow by water drip , and a deep inhale then a male speech",0,0,0,0,0
17898,male monologue speech while bird be tweet and chirp,0,0,0,0,0
17899,bird chirping then rooster crow follow by wing flap before wing wing flap,0,1,1,0,1
17900,someone type on a a calculator,0,0,1,0,1
17901,a person whistle loudly,0,0,0,0,0
17902,a woman speak while a horse walk in the background while a horse walk in the background,0,1,0,0,1
17903,a female speak after a female speak,0,1,0,0,1
17904,a cat pant and a man speak and a,1,0,0,0,1
17905,music play in the background follow by a man talk while rub something back and,0,0,0,1,1
17906,water be run and stop before water be run,0,1,0,0,1
17907,a duck be cry and a man speak while a duck be cry,0,1,0,0,1
17908,"a voice speak over a microphone in auditorium , then applause and then",1,0,0,0,1
17909,a person talk and gun shoot,0,0,0,0,0
17910,hum of an idle sputtering engine with a man speak,0,0,0,0,0
17911,a vehicle engine revving then power down follow by electronic beeping,0,0,0,0,0
17912,high pitch dog whining and another dog panting follow by both dog bark and another dog panting,0,1,0,0,1
17913,rain fall and wind blow into a microphone as leave rustle and a woman speak in the background,0,0,0,0,0
17914,a machine run run and cut object,0,0,1,1,1
17915,a water spray sound and a water spray sound,0,1,0,0,1
17916,multiple siren be trigger while a man and a woman briefly talk,0,0,0,0,0
17917,thunder roll and music play,0,0,0,0,0
17918,horse hoof clip - clop clop while people converse in the background,0,0,1,0,1
17919,clip - clop along with speech speech,0,0,1,0,1
17920,muffled gunfire,0,0,0,0,0
17921,water flow with a man speak briefly and footstep a,1,0,0,0,1
17922,an roar roar,0,0,1,1,1
17923,a person laugh talk while another person talk in the background with before a person laugh,1,1,0,1,1
17924,something be be and something be be crumple,0,1,0,1,1
17925,a horse clip clop as bird tweet in the background follow by silence,0,0,0,0,0
17926,a female voice speak speak follow by sizzling noise,0,0,1,0,1
17927,a child speak speak while wind blow and music play,0,0,1,0,1
17928,a man speak while ride in a car,0,0,0,0,0
17929,someone make repetitive meow sound before someone make repetitive meow sound,0,1,0,0,1
17930,a woman speak follow by some quiet pop then some loud metal bang,0,0,0,0,0
17931,an emergency vehicle be travel with a loud siren noise,0,0,0,0,0
17932,hum a rev idling engine with wind blow and then,1,0,0,1,1
17933,something with a small engine roll nearby in the water and then come closer with a long big whoosh in the water,0,0,0,0,0
17934,"a tool motor be run , along with clatter and hiss",0,0,0,0,0
17935,the wind be blow and several pig oink as a metal clack occur and a dog bark in the distance,0,0,0,0,0
17936,bell ring with tapping in the background,0,0,1,1,1
17937,a vehicle vehicle run while people talk in the background,0,0,1,0,1
17938,a race car engine rev follow by skid tire,0,0,0,0,0
17939,a woman speak follow by beep,0,0,0,0,0
17940,a putter then reeves up,0,0,0,1,1
17941,sound of of a mother play with her baby follow by the baby 's laughter,0,0,1,0,1
17942,a man speak follow by spray,0,0,0,0,0
17943,clap and cheering follow by a man,0,0,0,1,1
17944,man speak clanking and and laughter,0,0,1,1,1
17945,custom car horn follow by laughter of a follow by laughter,1,1,0,0,1
17946,the on a rotary phone be be turn,0,0,0,1,1
17947,a whoosh and spray sound with an engine as,1,0,0,1,1
17948,an infant cry,0,0,0,0,0
17949,audio static with faint ticking of a clock,0,0,0,0,0
17950,a female voice speak after type sound on computer keyboard,0,0,0,0,0
17951,a woman speak with intermittent spraying,0,0,0,0,0
17952,baby crying and female singing,0,0,0,0,0
17953,a bus idle a person talk closely nearby,0,0,0,1,1
17954,a large amount of insect buzz and a man speak,0,0,0,0,0
17955,snore and female laugh laugh,0,0,1,0,1
17956,"loud , consistent hissing a",1,0,0,0,1
17957,rhythmic electronic beeping be ongoing while a buzz occur and then a motor motor vehicle engine start up and idle smoothly,0,0,1,0,1
17958,"a horse neigh nearby , follow by a woman talk follow by woman talk",0,1,0,1,1
17959,an engine engine idle loudly,0,0,1,0,1
17960,child giggle and talk nearby multiple time before talk nearby multiple time,0,1,0,0,1
17961,an engine be idle,0,0,0,0,0
17962,the sound of an engine,0,0,0,1,1
17963,two woman have a with one of them more prominent than the other follow by two woman have a conversation,0,1,0,1,1
17964,bird be chirp and singing and leave rustle,0,0,0,0,0
17965,man and woman and then car pass by of a,1,0,0,1,1
17966,be gallop by while man cheer loudly with,1,0,0,1,1
17967,hard slam of a door follow by a quick conversation of a man man and woman,0,0,1,0,1
17968,a small animal make noise in a cage or confine environment follow by a small animal make noise in a cage or confine environment,0,1,0,0,1
17969,vehicle start start up,0,0,1,0,1
17970,man snore fairly loud,0,0,0,0,0
17971,car idling and rev of a,1,0,0,0,1
17972,"water be crash , wind be hit microphone",0,0,0,0,0
17973,faint ticking of a clock clock,0,0,1,0,1
17974,an engine idle with distance speech,0,0,0,0,0
17975,a person talk with a buzzing noise in the background,0,0,0,0,0
17976,hiss by an animal,0,0,0,0,0
17977,a man with some hissing in the distant and near spray,0,0,0,1,1
17978,"a man whistle , after which mean speak and then laugh with",1,0,0,0,1
17979,man talk and footstep,0,0,0,1,1
17980,a freight train be blow its horn and a loud bell ring,0,0,0,0,0
17981,small bird chirp then a girl,0,0,0,1,1
17982,helicopter sound with people people talk on the,1,0,1,0,1
17983,leave in the wind as bird chirp and call call,0,0,1,1,1
17984,a motorcycle accelerate and reduce follow by a a man talk of a,1,0,1,0,1
17985,a man speak and bird lowly in the background a while bird chirp lowly in the background,1,1,0,1,1
17986,man talk with vehicle noise in the background and man talk,0,1,0,0,1
17987,tick be present and very soft soft tap occur,0,0,1,1,1
17988,engine run with distant muffled speech,0,0,0,0,0
17989,"a young man speak , follow by a woman speak",0,0,0,0,0
17990,a child and adult be speak and a pig oinks a,1,0,0,0,1
17991,music play follow by an insect buzzing,0,0,0,0,0
17992,several different bell,0,0,0,1,1
17993,run continuously,0,0,0,1,1
17994,a bell be strike and ring out after a bell be strike,0,1,0,0,1
17995,a motor vehicle accelerate then speed away and then,1,0,0,0,1
17996,"a swarm of bug buzz , and and there be clank and",1,0,1,0,1
17997,speedboat rev the engine and run on water before speedboat rev the engine,0,1,0,0,1
17998,"loud loud , continuous buzzing",0,0,1,0,1
17999,a man speak with a water fall nearby follow by,1,0,0,0,1
18000,a dog be lightly whimper as a a dog be lightly whimper,0,1,1,0,1
18001,the and water move,0,0,0,1,1
18002,man give a speech,0,0,0,1,1
18003,a baby be cry loudly,0,0,0,0,0
18004,pitter patter of wing and bird in an enclose space as bird in an enclose space,0,1,0,0,1
18005,people speak and a boat motor hum as follow by a boat motor hum,1,1,0,0,1
18006,bird call and a dove and,1,0,0,1,1
18007,a toilet flush and water drain,0,0,0,0,0
18008,a clock alarm sound after a clock alarm sound,0,1,0,0,1
18009,a man speak follow by a few quiet click of a computer mouse with,1,0,0,0,1
18010,a train hum as it approach with warn bell ring and a a horn blow with,1,0,1,0,1
18011,a helicopter fly,0,0,0,0,0
18012,a vehicle engine run while two man man speak,0,0,1,0,1
18013,a toilet flush follow by female speech while female speech,0,1,0,0,1
18014,wind blow and water spray of a,1,0,0,0,1
18015,two man speak while music play and,1,0,0,1,1
18016,a rapper make noise with his his mouth,0,0,1,0,1
18017,cheer in the distance as a woman speak,0,0,0,0,0
18018,"wind blow nearby , follow by a horse clop in the distance follow by wind blow nearby",0,1,0,0,1
18019,people speak as wind blow and a motor run,0,0,0,0,0
18020,a woman give a speech after a woman give a speech,0,1,0,0,1
18021,people laugh and talk,0,0,0,0,0
18022,a man speak on a microphone,0,0,0,0,0
18023,a male talk with some faint sizzling in the background,0,0,0,1,1
18024,a very young individual typing and speak,0,0,0,0,0
18025,people laugh and speak and then,1,0,0,0,1
18026,large machinery sound run at a powerful frequency,0,0,0,0,0
18027,something be spray out consistently for a period,0,0,0,0,0
18028,"follow follow a tick timer , shallow breathing and a",1,0,1,0,1
18029,shave away wood follow by shave away wood,0,1,0,0,1
18030,gunshot be fire and return as bird sing the background,0,0,0,1,1
18031,several people clap and tap wood follow by an audience cheer,0,0,0,0,0
18032,frying and sizzling noise,0,0,0,0,0
18033,bird chirp as a person talk follow by after a person talk,1,1,1,1,1
18034,a device beep loudly nearby nearby several time and,1,0,1,0,1
18035,bird chirp in the background follow by a duck quack in the,1,0,0,0,1
18036,a drill run on low speed of a,1,0,0,0,1
18037,a motorcycle rev up and down with a whir sound in the background,0,0,0,0,0
18038,a man speak while a sewing machine operate,0,0,0,0,0
18039,water run and splash then two man speak speak,0,0,1,0,1
18040,a series of electronic beeping with a man groan and a camera muffling briefly,0,0,0,0,0
18041,male talk talk with repeat bell ring and squeak sound follow by a train horn with,1,0,1,0,1
18042,a man be speak along with knock and click sound,0,0,0,0,0
18043,hum from an engine with a long digital beep and increase revving as follow by hum from an engine,1,1,0,0,1
18044,rhythmic ticking be occur in a quiet environment while rhythmic ticking be occur in a quiet environment,0,1,0,0,1
18045,glass and metal rattling as a snake hiss follow by a person groan and a,1,0,0,0,1
18046,a person sneeze and breathing after a person sneeze,0,1,0,0,1
18047,slow steady ticking,0,0,0,0,0
18048,a child and a woman speak,0,0,0,1,1
18049,"a man speak , and then a goat bleat in the background , follow by a continuation of speech",0,0,0,0,0
18050,a woman speak with a child speak on the while a child speak,1,1,0,0,1
18051,wind blow hard and people speak faintly in the distance a,1,0,0,0,1
18052,water splash and gurgle sound,0,0,0,0,0
18053,"music play nearby , as a fishing reel pull in and a man talk as a fishing reel pull in",0,1,0,0,1
18054,faint repetitive snoring,0,0,0,0,0
18055,pigeon fly away and then hoot nearby and a,1,0,0,0,1
18056,a man burp with people speak,0,0,0,0,0
18057,helicopter drone run with wind blow while wind blow,0,1,0,0,1
18058,bee buzz by rapidly as people talk nearby and bee buzz by rapidly,0,1,0,0,1
18059,people speak while a car zoom by by,0,0,1,0,1
18060,there be a bad thunderstorm with rain,0,0,0,0,0
18061,"an adult female speak , clinking occur , and an adult male speak",0,0,0,0,0
18062,a cat meow and then an adult person make a meow sound sound back,0,0,1,0,1
18063,a girl shouting follow by thunder and rain before thunder,0,1,0,0,1
18064,electronic noise and bubble water follow by move water as bubble water,0,1,0,0,1
18065,helicopter fly fly around,0,0,1,0,1
18066,crumple and crinkle with male speech,0,0,0,0,0
18067,an engine run and then a squeak from a motor with,1,0,0,0,1
18068,baby scream woman talk and baby talk back while while baby talk back,0,1,1,0,1
18069,static and thump thump follow by a man speak and a,1,0,1,0,1
18070,"several siren , sound at different frequency",0,0,0,0,0
18071,male speak reference a song then audience sound of clapping and cheer,0,0,0,0,0
18072,a loud filing and rub,0,0,0,1,1
18073,a be rev up as it thunder,0,0,0,1,1
18074,heavy rain rain and muffle speech,0,0,1,0,1
18075,car be race in a race follow by car be race in a a race,0,1,1,0,1
18076,wind blow and then a bird tweet and bee fly,0,0,0,0,0
18077,a person talk as pot and pan clang nearby and a knife cut food,0,0,0,0,0
18078,adult and child converse laugh laugh while bird tweet in the background with wind noise,0,0,1,1,1
18079,a small drill run while a male speak and and a female speak distantly and,1,0,1,0,1
18080,hiss follow by a long horn of a train then a man speak after hiss,0,1,0,0,1
18081,boy speak follow by whistle the,1,0,0,1,1
18082,people be communicate and a child speak as a bell sound with ticktock and,0,1,0,1,1
18083,paint be be spray out of of a spray paint can and the can be shake immediately afterwards,0,0,1,0,1
18084,a woman speak as bird chirp with,1,0,0,0,1
18085,pigeon be coo along with natural outdoor noise,0,0,0,0,0
18086,a goat while bird chirp,0,0,0,1,1
18087,someone snore nearby follow by a woman talk of a,1,0,0,0,1
18088,"an adult male be speak , and scraping be occur and an adult be speak",0,1,0,1,1
18089,two duck be quake at each other,0,0,0,0,0
18090,pigeon make noise and flap wing,0,0,0,0,0
18091,a train move follow a bell ring and a horn,0,0,0,0,0
18092,"an adult female and adult male be speak , and a crowd cheer in the distance as a crowd cheer in the distance",0,1,0,0,1
18093,soft wind gust follow by bird caw,0,0,0,0,0
18094,a boat motor be idle the water,0,0,0,1,1
18095,"dog be be bark and yippe , and two adult male speak",0,0,1,0,1
18096,steam from a train be hiss,0,0,0,0,0
18097,mechanical hum with faint horse clip clip clop and people speak in the distance and then,1,0,1,0,1
18098,a young person talk and then the pop of a balloon,0,0,1,1,1
18099,woman sob loudly loudly,0,0,1,1,1
18100,man speak and food frying,0,0,0,0,0
18101,an emergency siren be trigger far away and an animal howl nearby,0,0,0,0,0
18102,applause be follow by music and a man singe,0,0,0,0,0
18103,a metal click sound along with a man talk,0,0,0,0,0
18104,leave rustle and thunder loudly crack,0,0,0,0,0
18105,several pigeon coo and flap,0,0,0,1,1
18106,a sewing machine run and click while click,0,1,0,0,1
18107,crinkle with a man speak then some light knock,0,0,0,0,0
18108,a dog try to bark with a person talk as a a dog try to bark,0,1,1,0,1
18109,a chainsaw be use to cut wood,0,0,0,0,0
18110,a man a speech,0,0,0,1,1
18111,"a large machine beep as if back up while it be engine whine , follow by a crash sound",0,0,0,0,0
18112,toilet toilet flush somewhat loudly,0,0,1,0,1
18113,someone lightly snore,0,0,0,0,0
18114,"paper be crinkle , and an adult female be speak",0,0,0,0,0
18115,loud engine revving of vehicle and a,1,0,0,0,1
18116,"a motor vehicle engine be run and accelerate , then fade somewhat",0,0,0,0,0
18117,high pitch drilling,0,0,0,0,0
18118,continuous clacking then automatic gunfire erupt in the as continuous clacking then automatic gunfire erupt,1,1,0,0,1
18119,a person type on a keyboard,0,0,0,0,0
18120,a baby cry and a child speak,0,0,0,0,0
18121,"white noise with light wind and brief , muffled speech of a",1,0,0,0,1
18122,a pigeon coo as bird chirp in the background with metal hammering in the distance,0,0,0,0,0
18123,a roadway people talk and wind noise,0,0,0,1,1
18124,wind blow follow by leave be step on,0,0,0,0,0
18125,"a car engine idle and then revs up , after which a person speak nearby before which a person speak nearby",0,1,0,0,1
